Year,Team,Ret Mins
2015,Norfolk State Spartans,26.94
2015,North Carolina Central Eagles,74.38
2015,North Carolina A&T Aggies,39.44
2015,North Carolina Tar Heels,26.52
2015,North Carolina State Wolfpack,63.42
2015,North Dakota Fighting Hawks,35.76
2015,North Dakota State Bison,41.86
2015,North Florida Ospreys,72.46
2015,North Texas Mean Green Eagles,47.66
2015,Northeastern Huskies,71.42
2015,Northern Arizona Lumberjacks,84.54
2015,Northern Colorado Bears,60.14
2015,Northern Illinois Huskies,71.26
2015,Northern Iowa Panthers,86.58
2015,Northern Kentucky Norse,94.12
2015,Northwestern Wildcats,69.28
2015,Northwestern State Demons,54.52
2015,Notre Dame Fighting Irish,61.88
2015,Oakland Golden Grizzlies,55.1
2015,Ohio Bobcats,46.08
2015,Ohio State Buckeyes,48.52
2015,Oklahoma Sooners,70.94
2015,Oklahoma State Cowboys,39.52
2015,Old Dominion Monarchs,84.66
2015,Oral Roberts Golden Eagles,63.06
2015,Oregon Ducks,25.36
2015,Oregon State Beavers,31.34
2015,Pacific Tigers,16.64
2015,Pennsylvania Quakers,29.56
2015,Penn State Nittany Lions,72.06
2015,Pepperdine Waves,54.66
2015,Pittsburgh Panthers,65.2
2015,Portland Pilots,73.6
2015,Portland State Vikings,50.32
2015,Prairie View A&M Panthers,46.58
2015,Presbyterian Blue Hose,73.16
2015,Princeton Tigers,53.46
2015,Providence Friars,46.56
2015,Purdue Boilermakers,48.54
2015,Quinnipiac Bobcats,52.88
2015,Radford Highlanders,94.34
2015,Rhode Island Rams,79.44
2015,Rice University Owls,47.8
2015,Richmond Spiders,73.1
2015,Rider Broncs,59.54
2015,Robert Morris Colonials,57.38
2015,Rutgers Scarlet Knights,52.96
2015,California State-Sacramento Hornets,87.76
2015,Sacred Heart Pioneers,66.32
2015,Saint Josephs-Pennsylvania Hawks,40.2
2015,Saint Louis Billikens,22.5
2015,Saint Marys College-California Gaels,35.28
2015,Saint Peters Peacocks,82.02
2015,Sam Houston State Bearkats,65.6
2015,Samford Bulldogs,24.56
2015,San Diego Toreros,86.38
2015,San Diego State Aztecs,67.52
2015,San Francisco Dons,66.54
2015,San Jose State Spartans,61.5
2015,Santa Clara Broncos,61.02
2015,Savannah State Tigers,44.68
2015,Seattle University Red Hawks,73.72
2015,Seton Hall Pirates,47.22
2015,Siena College Saints,88.46
2015,Southern Illinois-Edwardsville Cougars,68.12
2015,Southern Methodist Mustangs,72.36
2015,South Alabama Jaguars,38.5
2015,South Carolina Gamecocks,75.86
2015,South Carolina State Bulldogs,47.22
2015,South Dakota Coyotes,62.2
2015,South Dakota State Jackrabbits,40.88
2015,South Florida Bulls,29.24
2015,Southeast Missouri State Redhawks,62.34
2015,Southeastern Louisiana Lions,36.28
2015,Southern University A&M Jaguars,39.32
2015,Southern Illinois Salukis,60.04
2015,Southern Mississippi Golden Eagles,25.12
2015,Southern Utah Thunderbirds,74.78
2015,Saint Bonaventure Bonnies,42.62
2015,Saint Francis-New York Terriers,51.66
2015,Saint Francis-Pennsylvania Red Flash,97.16
2015,Saint Johns Red Storm,66.68
2015,Stanford Cardinal,51.72
2015,Stephen F. Austin State Lumberjacks,60.16
2015,Stetson Hatters,39.1
2015,Stony Brook Seawolves,40.44
2015,Syracuse Orange,38.88
2015,Texas Christian Horned Frogs,82.5
2015,Temple Owls,67.7
2015,Tennessee Volunteers,27.46
2015,Tennessee-Martin Skyhawks,48.2
2015,Tennessee State Tigers,11.56
2015,Tennessee Tech Golden Eagles,51.94
2015,Texas Longhorns,94.04
2015,Texas A&M Aggies,64.14
2015,Texas A&M-Corpus Christi Islanders,55.66
2015,Texas Southern Tigers,18.46
2015,Texas State Bobcats,40.38
2015,Texas Tech Red Raiders,42.04
2015,Citadel Bulldogs,76.72
2015,Toledo Rockets,79.14
2015,Towson Tigers,34.86
2015,Troy Trojans,20.08
2015,Tulane Green Wave,85.64
2015,Tulsa Golden Hurricane,71.88
2015,Alabama-Birmingham Blazers,27.94
2015,California-Davis Aggies,68.28
2015,California-Irvine Anteaters,85.2
2015,California-Riverside Highlanders,62.52
2015,California-Santa Barbara Gauchos,67.94
2015,Central Florida Knights,49.04
2015,UCLA Bruins,34.8
2015,Massachusetts-Lowell River Hawks,66.34
2015,Maryland-Baltimore County Retrievers,57.34
2015,Missouri-Kansas City Kangaroos,36.1
2015,North Carolina-Asheville Bulldogs,71.22
2015,North Carolina-Greensboro Spartans,59.66
2015,North Carolina-Wilmington Seahawks,52.92
2015,UNLV Rebels,22.8
2015,Southern California Trojans,35.18
2015,South Carolina-Upstate Spartans,53.68
2015,Texas-Arlington Mavericks,44.84
2015,Texas Rio Grande Vaqueros,32.1
2015,Utah Utes,80.46
2015,Utah State Aggies,13.3
2015,Utah Valley Wolverines,40.58
2015,Texas-El Paso Miners,68.1
2015,Texas-San Antonio Roadrunners,35.84
2015,Valparaiso Crusaders,41.26
2015,Vanderbilt Commodores,43.32
2015,Virginia Commonwealth Rams,69.28
2015,Vermont Catamounts,24.86
2015,Villanova Wildcats,78.12
2015,Virginia Cavaliers,70.68
2015,Virginia Tech Hokies,47.64
2015,Virginia Military Keydets,63.74
2015,Wagner Seahawks,28.46
2015,Wake Forest Demon Deacons,52.54
2015,Washington Huskies,61.68
2015,Washington State Cougars,66.06
2015,Weber State Wildcats,50.12
2015,West Virginia Mountaineers,56.04
2015,Western Carolina Catamounts,44.38
2015,Western Illinois Leathernecks,62.52
2015,Western Kentucky Hilltoppers,60.22
2015,Western Michigan Broncos,84.6
2015,Wichita State Shockers,62.2
2015,William & Mary Tribe,55.3
2015,Winthrop Eagles,55.68
2015,Wisconsin Badgers,81.26
2015,Wofford Terriers,91.28
2015,Wright State Raiders,40.6
2015,Wyoming Cowboys,67.28
2015,Xavier Musketeers,54.06
2015,Yale Bulldogs,77.8
2015,Youngstown State Penguins,45.68
2016,Abilene Christian Wildcats,56.56
2016,Air Force Falcons,47.62
2016,Akron Zips,75.82
2016,Alabama Crimson Tide,57.28
2016,Alabama A&M Bulldogs,61.08
2016,Alabama State Hornets,31.86
2016,Albany Great Danes,63.88
2016,Alcorn State Braves,57.08
2016,American Eagles,49.7
2016,Appalachian State Mountaineers,80.52
2016,Arizona Wildcats,40.28
2016,Arizona State Sun Devils,57.04
2016,Arkansas Razorbacks,36.64
2016,Arkansas-Little Rock Trojans,39.64
2016,Arkansas-Pine Bluff Golden Lions,45.26
2016,Arkansas State Red Wolves,71.98
2016,Army Black Knights,83.7
2016,Auburn Tigers,42.16
2016,Austin Peay State Governors,52.6
2016,Ball State Cardinals,79
2016,Baylor Bears,66.7
2016,Belmont Bruins,72.84
2016,Bethune Cookman Wildcats,14.44
2016,Binghamton Bearcats,76.4
2016,Boise State Broncos,56.16
2016,Boston College Eagles,20.64
2016,Boston University Terriers,97.92
2016,Bowling Green State Falcons,44.96
2016,Bradley Braves,17.54
2016,Brown Bears,73.88
2016,Bryant University Bulldogs,64.14
2016,Bucknell Bison,71.78
2016,Buffalo Bulls,45.2
2016,Butler Bulldogs,66.42
2016,Brigham Young Cougars,40.96
2016,Cal Poly-Slo Mustangs,66.3
2016,California State-Bakersfield Roadrunners,51.4
2016,California State-Fullerton Titans,33.36
2016,California State-Northridge Matadors,42.72
2016,California Golden Bears,68.26
2016,Campbell Fighting Camels,62.24
2016,Canisius Golden Griffins,52.9
2016,Central Arkansas Bears,77.4
2016,Central Connecticut State Blue Devils,51.98
2016,Central Michigan Chippewas,88.74
2016,Charleston Southern Buccaneers,29.68
2016,North Carolina-Charlotte 49ers,18.82
2016,Tennessee-Chattanooga Moccasins,75.82
2016,Chicago State Cougars,34.06
2016,Cincinnati Bearcats,85.5
2016,Clemson Tigers,64.34
2016,Cleveland State Vikings,30.66
2016,Coastal Carolina Chanticleers,71.76
2016,Colgate Red Raiders,28.28
2016,College of Charleston Cougars,51.92
2016,Colorado Buffaloes,58.72
2016,Colorado State Rams,40.3
2016,Columbia Lions,74.82
2016,Connecticut Huskies,69.8
2016,Coppin State Eagles,25.68
2016,Cornell Big Red,43.56
2016,Creighton Blue Jays,41.76
2016,Dartmouth College Big Green,59.5
2016,Davidson College Wildcats,81.4
2016,Dayton Flyers,76.68
2016,Delaware Blue Hens,83.28
2016,Delaware State Hornets,29.9
2016,Denver Pioneers,50.02
2016,DePaul Blue Demons,62.44
2016,Detroit-Mercy Titans,64.42
2016,Drake Bulldogs,38.54
2016,Drexel Dragons,71.98
2016,Duke Blue Devils,30.46
2016,Duquesne Dukes,79.58
2016,East Carolina Pirates,57.82
2016,East Tennessee State Buccaneers,52.94
2016,Eastern Illinois Panthers,40.18
2016,Eastern Kentucky Colonels,36.76
2016,Eastern Michigan Eagles,44.66
2016,Eastern Washington Eagles,35.74
2016,Elon Phoenix,56.06
2016,Evansville Aces,92.56
2016,Fairfield Stags,54.66
2016,Fairleigh Dickinson-Metropolitan Knights,41.08
2016,Florida International Panthers,43.6
2016,Florida Gators,52.92
2016,Florida A&M Rattlers,38.08
2016,Florida Atlantic Owls,58.82
2016,Florida Gulf Coast Eagles,43.38
2016,Florida State Seminoles,76.74
2016,Fordham Rams,53.38
2016,Fresno State Bulldogs,70.18
2016,Furman  Paladins,95.36
2016,Gardner Webb Runnin Bulldogs,52.52
2016,George Mason Patriots,60.84
2016,George Washington Colonials,65.28
2016,Georgetown Hoyas,57.46
2016,Georgia Bulldogs,58.16
2016,Georgia Southern Eagles,28.5
2016,Georgia State Panthers,49.74
2016,Georgia Tech Yellow Jackets,67.02
2016,Gonzaga Bulldogs,53.12
2016,Grambling State Tigers,42.12
2016,Grand Canyon Antelope,50.14
2016,Wisconsin-Green Bay Phoenix,50.02
2016,Hampton University Pirates,52.84
2016,Hartford Hawks,33.94
2016,Harvard Crimson,37.56
2016,Hawaii Rainbow Warriors,73.64
2016,High Point Panthers,74.28
2016,Hofstra Pride,68.5
2016,Holy Cross Crusaders,51.7
2016,Houston Cougars,66.04
2016,Houston Baptist Huskies,70.34
2016,Howard Bison,71.6
2016,Idaho Vandals,44.88
2016,Idaho State Bengals,33.92
2016,Illinois Fighting Illini,51.66
2016,Illinois-Chicago Flames,45.8
2016,Illinois State Redbirds,56.4
2016,Incarnate Word Cardinals,64.06
2016,Indiana Hoosiers,78.26
2016,Indiana State Sycamores,51.54
2016,Iona Gaels,75.38
2016,Iowa Hawkeyes,63.28
2016,Iowa State Cyclones,70.92
2016,IUPU-Fort Wayne Mastadons,53.14
2016,Indiana-Purdue Jaguars,43.5
2016,Jackson State Tigers,74.98
2016,Jacksonville Dolphins,73.16
2016,Jacksonville State Gamecocks,32.36
2016,James Madison Dukes,77.32
2016,Kansas Jayhawks,82.34
2016,Kansas State Wildcats,29.84
2016,Kennesaw State Owls,49.96
2016,Kent State Golden Flashes,37.86
2016,Kentucky Wildcats,21.94
2016,La Salle Explorers,46.76
2016,Lafayette College Leopards,50.58
2016,Lamar Cardinals,54.1
2016,Lehigh Mountain Hawks,67.7
2016,Liberty University Flames,18.9
2016,Lipscomb Bison,62.5
2016,Long Island Brooklyn Blackbirds,60.34
2016,California State-Long Beach 49ers,28.84
2016,Longwood Lancers,53.96
2016,Louisiana-Lafayette Ragin Cajuns,82.46
2016,Louisiana-Monroe Warhawks,74.56
2016,Louisiana Tech Bulldogs,43.88
2016,Louisville Cardinals,32.3
2016,Loyola-Chicago Ramblers,74.02
2016,Loyola-Marymount Lions,39.14
2016,Loyola-Maryland Greyhounds,71.76
2016,Louisiana State Tigers,64.98
2016,Maine Black Bears,77.94
2016,Manhattan Jaspers,55.54
2016,Marist Red Foxes,56.2
2016,Marquette Golden Eagles,42.6
2016,Marshall Thundering Herd,59
2016,Maryland Terrapins,55.3
2016,Maryland-Eastern Shore Hawks,41.8
2016,Massachusetts Minutemen,53.3
2016,McNeese State Cowboys,44.9
2016,Memphis Tigers,58.22
2016,Mercer Bears,52.54
2016,Miami-Florida Hurricanes,70.62
2016,Miami-Ohio Redhawks,70.76
2016,Michigan Wolverines,92.24
2016,Michigan State Spartans,69.88
2016,Middle Tennessee State Blue Raiders,59.08
2016,Wisconsin-Milwaukee Panthers,67.44
2016,Minnesota Golden Gophers,51.32
2016,Mississippi Rebels,40.98
2016,Mississippi State Bulldogs,68.68
2016,Mississippi Valley State Delta Devils,36.62
2016,Missouri Tigers,47.62
2016,Missouri State Bears,77.54
2016,Monmouth-New Jersey Hawks,63.76
2016,Montana Grizzlies,65.64
2016,Montana State Bobcats,49.76
2016,Morehead State Eagles,42
2016,Morgan State Bears,50.64
2016,Mount Saint Marys Mountaineers,49.34
2016,Murray State Racers,33.2
2016,Navy Midshipmen,68.06
2016,Nebraska Cornhuskers,42.62
2016,Nebraska-Omaha Mavericks,55.6
2016,Nevada Wolf Pack,76.94
2016,New Hampshire Wildcats,75.74
2016,New Mexico Lobos,54.98
2016,New Mexico State Aggies,47.78
2016,New Orleans Privateers,68.14
2016,Niagara Purple Eagles,42.86
2016,Nicholls State Colonels,56.74
2016,New Jersey Tech Highlanders,81.5
2016,Norfolk State Spartans,47.98
2016,North Carolina Central Eagles,83.04
2016,North Carolina A&T Aggies,87.58
2016,North Carolina Tar Heels,30.38
2016,North Carolina State Wolfpack,55.38
2016,North Dakota Fighting Hawks,36.82
2016,North Dakota State Bison,79.24
2016,North Florida Ospreys,71.86
2016,North Texas Mean Green Eagles,29.66
2016,Northeastern Huskies,76.46
2016,Northern Arizona Lumberjacks,43.12
2016,Northern Colorado Bears,40.06
2016,Northern Illinois Huskies,50.2
2016,Northern Iowa Panthers,53.42
2016,Northern Kentucky Norse,55.28
2016,Northwestern Wildcats,72.2
2016,Northwestern State Demons,80.08
2016,Notre Dame Fighting Irish,63.88
2016,Oakland Golden Grizzlies,49.96
2016,Ohio Bobcats,39.26
2016,Ohio State Buckeyes,33.44
2016,Oklahoma Sooners,75.14
2016,Oklahoma State Cowboys,52.5
2016,Old Dominion Monarchs,66.56
2016,Oral Roberts Golden Eagles,49.1
2016,Oregon Ducks,61.1
2016,Oregon State Beavers,92.02
2016,Pacific Tigers,76.82
2016,Pennsylvania Quakers,71.06
2016,Penn State Nittany Lions,52.36
2016,Pepperdine Waves,92.62
2016,Pittsburgh Panthers,73.16
2016,Portland Pilots,50.98
2016,Portland State Vikings,23.7
2016,Prairie View A&M Panthers,32.66
2016,Presbyterian Blue Hose,55.22
2016,Princeton Tigers,65.78
2016,Providence Friars,50.46
2016,Purdue Boilermakers,75.22
2016,Quinnipiac Bobcats,28.98
2016,Radford Highlanders,50.62
2016,Rhode Island Rams,61.7
2016,Rice University Owls,43.7
2016,Richmond Spiders,67.74
2016,Rider Broncs,72.94
2016,Robert Morris Colonials,51.98
2016,Rutgers Scarlet Knights,42.04
2016,California State-Sacramento Hornets,47.14
2016,Sacred Heart Pioneers,44.38
2016,Saint Josephs-Pennsylvania Hawks,81.3
2016,Saint Louis Billikens,80.32
2016,Saint Marys College-California Gaels,25.68
2016,Saint Peters Peacocks,43.56
2016,Sam Houston State Bearkats,24.42
2016,Samford Bulldogs,48.84
2016,San Diego Toreros,47.1
2016,San Diego State Aztecs,63.24
2016,San Francisco Dons,29.14
2016,San Jose State Spartans,36.74
2016,Santa Clara Broncos,60.3
2016,Savannah State Tigers,30.74
2016,Seattle University Red Hawks,42.76
2016,Seton Hall Pirates,50.18
2016,Siena College Saints,62.96
2016,Southern Illinois-Edwardsville Cougars,24.6
2016,Southern Methodist Mustangs,54.02
2016,South Alabama Jaguars,68.12
2016,South Carolina Gamecocks,75.12
2016,South Carolina State Bulldogs,49.26
2016,South Dakota Coyotes,50.68
2016,South Dakota State Jackrabbits,72.88
2016,South Florida Bulls,49.06
2016,Southeast Missouri State Redhawks,44.86
2016,Southeastern Louisiana Lions,39.16
2016,Southern University A&M Jaguars,57.7
2016,Southern Illinois Salukis,53.62
2016,Southern Mississippi Golden Eagles,11.12
2016,Southern Utah Thunderbirds,77.86
2016,Saint Bonaventure Bonnies,57.2
2016,Saint Francis-New York Terriers,53.24
2016,Saint Francis-Pennsylvania Red Flash,56.68
2016,Saint Johns Red Storm,8
2016,Stanford Cardinal,43.94
2016,Stephen F. Austin State Lumberjacks,68.98
2016,Stetson Hatters,59.54
2016,Stony Brook Seawolves,92.48
2016,Syracuse Orange,63.2
2016,Texas Christian Horned Frogs,41.6
2016,Temple Owls,71.84
2016,Tennessee Volunteers,70.2
2016,Tennessee-Martin Skyhawks,55.16
2016,Tennessee State Tigers,48.62
2016,Tennessee Tech Golden Eagles,50.94
2016,Texas Longhorns,75.92
2016,Texas A&M Aggies,50.7
2016,Texas A&M-Corpus Christi Islanders,81.98
2016,Texas Southern Tigers,43.08
2016,Texas State Bobcats,59.3
2016,Texas Tech Red Raiders,71.86
2016,Citadel Bulldogs,36.26
2016,Toledo Rockets,49.32
2016,Towson Tigers,69.36
2016,Troy Trojans,48.96
2016,Tulane Green Wave,40.4
2016,Tulsa Golden Hurricane,93.3
2016,Alabama-Birmingham Blazers,90.98
2016,California-Davis Aggies,39.04
2016,California-Irvine Anteaters,65.14
2016,California-Riverside Highlanders,58.4
2016,California-Santa Barbara Gauchos,71.82
2016,Central Florida Knights,52.58
2016,UCLA Bruins,65.18
2016,Massachusetts-Lowell River Hawks,37.02
2016,Maryland-Baltimore County Retrievers,66.46
2016,Missouri-Kansas City Kangaroos,46.88
2016,North Carolina-Asheville Bulldogs,54.06
2016,North Carolina-Greensboro Spartans,65.04
2016,North Carolina-Wilmington Seahawks,49.7
2016,UNLV Rebels,42.66
2016,Southern California Trojans,95.92
2016,South Carolina-Upstate Spartans,40.04
2016,Texas-Arlington Mavericks,46.8
2016,Texas Rio Grande Vaqueros,38.94
2016,Utah Utes,75.06
2016,Utah State Aggies,64.66
2016,Utah Valley Wolverines,35.98
2016,Texas-El Paso Miners,37.98
2016,Texas-San Antonio Roadrunners,45.84
2016,Valparaiso Crusaders,99.14
2016,Vanderbilt Commodores,79.08
2016,Virginia Commonwealth Rams,67.26
2016,Vermont Catamounts,67.76
2016,Villanova Wildcats,59.28
2016,Virginia Cavaliers,76.44
2016,Virginia Tech Hokies,47.12
2016,Virginia Military Keydets,69.9
2016,Wagner Seahawks,63.86
2016,Wake Forest Demon Deacons,72.32
2016,Washington Huskies,24.82
2016,Washington State Cougars,61.68
2016,Weber State Wildcats,66.68
2016,West Virginia Mountaineers,73.48
2016,Western Carolina Catamounts,67.92
2016,Western Illinois Leathernecks,82.9
2016,Western Kentucky Hilltoppers,41.98
2016,Western Michigan Broncos,45.46
2016,Wichita State Shockers,57.28
2016,William & Mary Tribe,76.46
2016,Winthrop Eagles,46.16
2016,Wisconsin Badgers,37.92
2016,Wofford Terriers,64.2
2016,Wright State Raiders,59.16
2016,Wyoming Cowboys,36.56
2016,Xavier Musketeers,65.88
2016,Yale Bulldogs,51.56
2016,Youngstown State Penguins,23.18
2017,Abilene Christian Wildcats,53.72
2017,Air Force Falcons,79.18
2017,Akron Zips,68.5
2017,Alabama Crimson Tide,48.32
2017,Alabama A&M Bulldogs,37.18
2017,Alabama State Hornets,63.2
2017,Albany Great Danes,47.68
2017,Alcorn State Braves,37.38
2017,American Eagles,61
2017,Appalachian State Mountaineers,55.54
2017,Arizona Wildcats,43.78
2017,Arizona State Sun Devils,42.9
2017,Arkansas Razorbacks,52.48
2017,Arkansas-Pine Bluff Golden Lions,58.14
2017,Arkansas State Red Wolves,35.64
2017,Army Black Knights,31.64
2017,Auburn Tigers,46.24
2017,Austin Peay State Governors,59.94
2017,Ball State Cardinals,69.1
2017,Baylor Bears,56.04
2017,Belmont Bruins,78.28
2017,Bethune Cookman Wildcats,27.4
2017,Binghamton Bearcats,97.88
2017,Boise State Broncos,37.66
2017,Boston College Eagles,45.14
2017,Boston University Terriers,70.1
2017,Bowling Green State Falcons,67.94
2017,Bradley Braves,81.9
2017,Brown Bears,70.54
2017,Bryant University Bulldogs,71.06
2017,Bucknell Bison,61.24
2017,Buffalo Bulls,64.8
2017,Butler Bulldogs,52.92
2017,Brigham Young Cougars,40.1
2017,Cal Poly-Slo Mustangs,54.02
2017,California State-Bakersfield Roadrunners,67.16
2017,California State-Fullerton Titans,49.14
2017,California State-Northridge Matadors,62
2017,California Golden Bears,58.12
2017,Campbell Fighting Camels,59.3
2017,Canisius Golden Griffins,55.04
2017,Central Arkansas Bears,64.98
2017,Central Connecticut State Blue Devils,58.12
2017,Central Michigan Chippewas,43.28
2017,Charleston Southern Buccaneers,55.64
2017,North Carolina-Charlotte 49ers,62.72
2017,Tennessee-Chattanooga Moccasins,54.44
2017,Chicago State Cougars,57.9
2017,Cincinnati Bearcats,59.8
2017,Clemson Tigers,69.44
2017,Cleveland State Vikings,67.98
2017,Coastal Carolina Chanticleers,62.14
2017,Colgate Red Raiders,71.46
2017,College of Charleston Cougars,85.54
2017,Colorado Buffaloes,64.56
2017,Colorado State Rams,34.46
2017,Columbia Lions,40.26
2017,Connecticut Huskies,42
2017,Coppin State Eagles,57.1
2017,Cornell Big Red,87.62
2017,Creighton Blue Jays,72.52
2017,Dartmouth College Big Green,58.68
2017,Davidson College Wildcats,75.06
2017,Dayton Flyers,78.42
2017,Delaware Blue Hens,55.02
2017,Delaware State Hornets,74.46
2017,Denver Pioneers,63.84
2017,DePaul Blue Demons,48.64
2017,Detroit-Mercy Titans,61.04
2017,Drake Bulldogs,72.02
2017,Drexel Dragons,37.72
2017,Duke Blue Devils,54.38
2017,Duquesne Dukes,34.74
2017,East Carolina Pirates,59.36
2017,East Tennessee State Buccaneers,48.2
2017,Eastern Illinois Panthers,69.3
2017,Eastern Kentucky Colonels,35.54
2017,Eastern Michigan Eagles,75.64
2017,Eastern Washington Eagles,57.84
2017,Elon Phoenix,85.54
2017,Evansville Aces,22.68
2017,Fairfield Stags,69.58
2017,Fairleigh Dickinson-Metropolitan Knights,84.76
2017,Florida International Panthers,64.12
2017,Florida Gators,75.46
2017,Florida A&M Rattlers,51.18
2017,Florida Atlantic Owls,58.64
2017,Florida Gulf Coast Eagles,79.12
2017,Florida State Seminoles,48.48
2017,Fordham Rams,59.62
2017,IUPU-Fort Wayne Mastadons,53.2
2017,Fresno State Bulldogs,44.1
2017,Furman  Paladins,72.68
2017,Gardner Webb Runnin Bulldogs,46.14
2017,George Mason Patriots,76.3
2017,George Washington Colonials,35.9
2017,Georgetown Hoyas,80.82
2017,Georgia Bulldogs,70.6
2017,Georgia Southern Eagles,88.3
2017,Georgia State Panthers,54.6
2017,Georgia Tech Yellow Jackets,33.08
2017,Gonzaga Bulldogs,37.7
2017,Grambling State Tigers,54.8
2017,Grand Canyon Antelope,51.32
2017,Wisconsin-Green Bay Phoenix,62.44
2017,Hampton University Pirates,33.8
2017,Hartford Hawks,54.92
2017,Harvard Crimson,62.14
2017,Hawaii Rainbow Warriors,7.5
2017,High Point Panthers,40.74
2017,Hofstra Pride,41.82
2017,Holy Cross Crusaders,80.64
2017,Houston Cougars,61.46
2017,Houston Baptist Huskies,51.8
2017,Howard Bison,91.1
2017,Idaho Vandals,79.36
2017,Idaho State Bengals,59.94
2017,Illinois Fighting Illini,75.18
2017,Illinois-Chicago Flames,61.7
2017,Illinois State Redbirds,54.54
2017,Incarnate Word Cardinals,41.34
2017,Indiana Hoosiers,37.32
2017,Indiana State Sycamores,62.92
2017,Iona Gaels,32.32
2017,Iowa Hawkeyes,40.36
2017,Iowa State Cyclones,46.6
2017,Indiana-Purdue Jaguars,51.56
2017,Jackson State Tigers,64.72
2017,Jacksonville Dolphins,67.42
2017,Jacksonville State Gamecocks,47.82
2017,James Madison Dukes,72.5
2017,Kansas Jayhawks,53.04
2017,Kansas State Wildcats,74.02
2017,Kennesaw State Owls,57.16
2017,Kent State Golden Flashes,33.56
2017,Kentucky Wildcats,30.94
2017,La Salle Explorers,87.56
2017,Lafayette College Leopards,59.9
2017,Lamar Cardinals,55.62
2017,Lehigh Mountain Hawks,69.34
2017,Liberty University Flames,74.8
2017,Lipscomb Bison,73.3
2017,Arkansas-Little Rock Trojans,53
2017,Long Island Brooklyn Blackbirds,42.06
2017,California State-Long Beach 49ers,53.58
2017,Longwood Lancers,41.66
2017,Louisiana-Lafayette Ragin Cajuns,38.82
2017,Louisiana-Monroe Warhawks,36.46
2017,Louisiana Tech Bulldogs,49
2017,Louisville Cardinals,57.3
2017,Loyola-Chicago Ramblers,47.96
2017,Loyola-Marymount Lions,62.8
2017,Loyola-Maryland Greyhounds,59.52
2017,Louisiana State Tigers,49.58
2017,Maine Black Bears,41.42
2017,Manhattan Jaspers,48.24
2017,Marist Red Foxes,81.88
2017,Marquette Golden Eagles,78.32
2017,Marshall Thundering Herd,76.98
2017,Maryland Terrapins,41.38
2017,Maryland-Eastern Shore Hawks,52.02
2017,Massachusetts Minutemen,52.12
2017,McNeese State Cowboys,64.16
2017,Memphis Tigers,38.48
2017,Mercer Bears,56.02
2017,Miami-Florida Hurricanes,42.84
2017,Miami-Ohio Redhawks,36.64
2017,Michigan Wolverines,75.16
2017,Michigan State Spartans,34.94
2017,Middle Tennessee State Blue Raiders,54.7
2017,Wisconsin-Milwaukee Panthers,14.18
2017,Minnesota Golden Gophers,57.74
2017,Mississippi Rebels,39.88
2017,Mississippi State Bulldogs,30.78
2017,Mississippi Valley State Delta Devils,75.38
2017,Missouri Tigers,47.66
2017,Missouri State Bears,74.2
2017,Monmouth-New Jersey Hawks,85.4
2017,Montana Grizzlies,81.2
2017,Montana State Bobcats,53.62
2017,Morehead State Eagles,54
2017,Morgan State Bears,46.5
2017,Mount Saint Marys Mountaineers,59.38
2017,Murray State Racers,47.8
2017,Navy Midshipmen,53.5
2017,Nebraska Cornhuskers,52.76
2017,Nebraska-Omaha Mavericks,53.74
2017,Nevada Wolf Pack,53.24
2017,New Hampshire Wildcats,59.68
2017,New Mexico Lobos,79.72
2017,New Mexico State Aggies,74.6
2017,New Orleans Privateers,87.98
2017,Niagara Purple Eagles,54.08
2017,Nicholls State Colonels,60.94
2017,New Jersey Tech Highlanders,60.58
2017,Norfolk State Spartans,42.34
2017,North Carolina Central Eagles,68.22
2017,North Carolina A&T Aggies,26.96
2017,North Carolina Tar Heels,53.4
2017,North Carolina State Wolfpack,43.26
2017,North Dakota Fighting Hawks,85
2017,North Dakota State Bison,72.74
2017,North Florida Ospreys,52.78
2017,North Texas Mean Green Eagles,79.1
2017,Northeastern Huskies,34.76
2017,Northern Arizona Lumberjacks,66.98
2017,Northern Colorado Bears,30.52
2017,Northern Illinois Huskies,64.2
2017,Northern Iowa Panthers,48.5
2017,Northern Kentucky Norse,54.58
2017,Northwestern Wildcats,67.82
2017,Northwestern State Demons,79.34
2017,Notre Dame Fighting Irish,66.48
2017,Oakland Golden Grizzlies,55.52
2017,Ohio Bobcats,80.76
2017,Ohio State Buckeyes,79.04
2017,Oklahoma Sooners,40.78
2017,Oklahoma State Cowboys,52.66
2017,Old Dominion Monarchs,58.14
2017,Oral Roberts Golden Eagles,62.72
2017,Oregon Ducks,68.26
2017,Oregon State Beavers,38.32
2017,Pacific Tigers,84.62
2017,Pennsylvania Quakers,74.08
2017,Penn State Nittany Lions,59.06
2017,Pepperdine Waves,44.48
2017,Pittsburgh Panthers,65.4
2017,Portland Pilots,68.62
2017,Portland State Vikings,40.02
2017,Prairie View A&M Panthers,70.28
2017,Presbyterian Blue Hose,63.04
2017,Princeton Tigers,99.12
2017,Providence Friars,53.94
2017,Purdue Boilermakers,60.7
2017,Quinnipiac Bobcats,47.92
2017,Radford Highlanders,33.2
2017,Rhode Island Rams,73.58
2017,Rice University Owls,80.96
2017,Richmond Spiders,58.16
2017,Rider Broncs,40.44
2017,Robert Morris Colonials,61.48
2017,Rutgers Scarlet Knights,46.28
2017,California State-Sacramento Hornets,75.22
2017,Sacred Heart Pioneers,46.18
