Year,Team,Odds
2012,Duke Blue Devils,+900
2012,Louisville Cardinals,+1000
2012,Syracuse Orange,+1200
2012,Florida Gators,+1600
2012,Connecticut Huskies,+2000
2012,Texas Longhorns,+2200
2012,Memphis Tigers,+2200
2012,Pittsburgh Panthers,+2200
2012,UCLA Bruins,+2200
2012,Kansas Jayhawks,+2500
2012,Michigan State Spartans,+2500
2012,Saint Johns Red Storm,+2500
2012,Indiana Hoosiers,+3000
2012,Vanderbilt Commodores,+3000
2012,Arizona Wildcats,+3300
2012,Baylor Bears,+3300
2012,Georgetown Hoyas,+3500
2012,Gonzaga Bulldogs,+4000
2012,Michigan Wolverines,+4000
2012,Kansas State Wildcats,+5000
2012,Alabama Crimson Tide,+5000
2012,Washington Huskies,+5000
2012,Butler Bulldogs,+5000
2012,Notre Dame Fighting Irish,+5000
2012,Wisconsin Badgers,+5000
2012,Villanova Wildcats,+5000
2012,Texas A&M Aggies,+5500
2012,Florida State Seminoles,+6600
2012,West Virginia Mountaineers,+6600
2012,Mississippi State Bulldogs,+6600
2012,Oregon Ducks,+8000
2012,Tennessee Volunteers,+8000
2012,Missouri Tigers,+8000
2012,Illinois Fighting Illini,+8500
2012,Washington State Cougars,+10000
2012,Oklahoma State Cowboys,+10000
2012,Oklahoma Sooners,+10000
2012,North Carolina State Wolfpack,+10000
2012,UNLV Rebels,+10000
2012,Marquette Golden Eagles,+10000
2012,Maryland Terrapins,+10000
2012,Xavier Musketeers,+10000
2012,Mississippi Rebels,+12500
2012,Georgia Bulldogs,+12500
2012,Clemson Tigers,+12500
2012,Virginia Tech Hokies,+12500
2012,Colorado Buffaloes,+12500
2012,California Golden Bears,+12500
2012,Georgia Tech Yellow Jackets,+12500
2012,Iowa Hawkeyes,+12500
2012,Stanford Cardinal,+12500
2012,Purdue Boilermakers,+12500
2012,San Diego State Aztecs,+12500
2012,Seton Hall Pirates,+12500
2012,Southern California Trojans,+12500
2012,Miami-Florida Hurricanes,+12500
2012,Arizona State Sun Devils,+15000
2012,Brigham Young Cougars,+17500
2012,Louisiana State Tigers,+20000
2012,Wake Forest Demon Deacons,+25000
2013,Indiana Hoosiers,+500
2013,Louisville Cardinals,+700
2013,North Carolina State Wolfpack,+1000
2013,UCLA Bruins,+1200
2013,Kentucky Wildcats,+1200
2013,Kansas Jayhawks,+1500
2013,Ohio State Buckeyes,+2000
2013,UNLV Rebels,+2000
2013,Michigan Wolverines,+2000
2013,Duke Blue Devils,+2000
2013,Arizona Wildcats,+2500
2013,Florida Gators,+2500
2013,Michigan State Spartans,+2500
2013,Syracuse Orange,+2500
2013,Missouri Tigers,+3000
2013,North Carolina Tar Heels,+3000
2013,Gonzaga Bulldogs,+4000
2013,Memphis Tigers,+5000
2013,Creighton Blue Jays,+5000
2013,Pittsburgh Panthers,+5000
2013,San Diego State Aztecs,+5000
2013,Baylor Bears,+5000
2013,Georgetown Hoyas,+5000
2013,Texas Longhorns,+7500
2013,Miami-Florida Hurricanes,+8000
2013,Temple Owls,+10000
2013,Oklahoma State Cowboys,+10000
2013,Saint Josephs-Pennsylvania Hawks,+10000
2013,Marquette Golden Eagles,+10000
2013,Saint Louis Billikens,+10000
2013,Texas A&M Aggies,+10000
2013,Stanford Cardinal,+10000
2013,Notre Dame Fighting Irish,+10000
2013,Southern California Trojans,+10000
2013,Minnesota Golden Gophers,+10000
2013,Tennessee Volunteers,+10000
2013,Virginia Cavaliers,+10000
2013,West Virginia Mountaineers,+10000
2013,Washington Huskies,+10000
2013,California Golden Bears,+10000
2013,Virginia Commonwealth Rams,+10000
2013,Butler Bulldogs,+10000
2013,Wisconsin Badgers,+10000
2013,Drexel Dragons,+10000
2013,Florida State Seminoles,+10000
2013,Cincinnati Bearcats,+10000
2013,Kansas State Wildcats,+10000
2013,Iowa State Cyclones,+10000
2013,Alabama Crimson Tide,+10000
2013,Illinois Fighting Illini,+10000
2013,Arkansas Razorbacks,+10000
2013,South Florida Bulls,+20000
2013,Saint Marys College-California Gaels,+20000
2013,Richmond Spiders,+20000
2013,Rutgers Scarlet Knights,+20000
2013,Xavier Musketeers,+20000
2013,Virginia Tech Hokies,+20000
2013,Seton Hall Pirates,+20000
2013,Saint Johns Red Storm,+20000
2013,Utah State Aggies,+20000
2013,Vanderbilt Commodores,+20000
2013,Villanova Wildcats,+20000
2013,Saint Bonaventure Bonnies,+20000
2013,Southern Mississippi Golden Eagles,+20000
2013,Wichita State Shockers,+20000
2013,South Carolina Gamecocks,+20000
2013,Purdue Boilermakers,+20000
2013,Providence Friars,+20000
2013,California State-Long Beach 49ers,+20000
2013,La Salle Explorers,+20000
2013,Iowa Hawkeyes,+20000
2013,Harvard Crimson,+20000
2013,Georgia Tech Yellow Jackets,+20000
2013,Georgia Bulldogs,+20000
2013,George Mason Patriots,+20000
2013,DePaul Blue Demons,+20000
2013,Dayton Flyers,+20000
2013,Davidson College Wildcats,+20000
2013,Colorado Buffaloes,+20000
2013,Clemson Tigers,+20000
2013,Brigham Young Cougars,+20000
2013,Louisiana State Tigers,+20000
2013,Marshall Thundering Herd,+20000
2013,Maryland Terrapins,+20000
2013,Oregon State Beavers,+20000
2013,Oregon Ducks,+20000
2013,Oklahoma Sooners,+20000
2013,Ohio Bobcats,+20000
2013,Northwestern Wildcats,+20000
2013,Northern Iowa Panthers,+20000
2013,New Mexico Lobos,+20000
2013,Nevada Wolf Pack,+20000
2013,Murray State Racers,+20000
2013,Colorado State Rams,+20000
2013,Mississippi State Bulldogs,+20000
2013,Mississippi Rebels,+20000
2013,Massachusetts Minutemen,+20000
2013,Belmont Bruins,+20000
2013,Central Florida Knights,+30000
2014,Kentucky Wildcats,+400
2014,Kansas Jayhawks,+550
2014,Duke Blue Devils,+800
2014,Louisville Cardinals,+800
2014,Michigan State Spartans,+900
2014,Arizona Wildcats,+1800
2014,Ohio State Buckeyes,+2200
2014,Florida Gators,+2200
2014,Syracuse Orange,+2500
2014,Oklahoma State Cowboys,+3000
2014,North Carolina Tar Heels,+3000
2014,Michigan Wolverines,+3500
2014,Oregon Ducks,+6000
2014,Connecticut Huskies,+6500
2014,Virginia Commonwealth Rams,+7000
2014,Memphis Tigers,+7000
2014,Gonzaga Bulldogs,+8500
2014,Georgetown Hoyas,+8500
2014,Indiana Hoosiers,+8500
2014,Iowa Hawkeyes,+8500
2014,Wisconsin Badgers,+8500
2014,La Salle Explorers,+10000
2014,Louisiana State Tigers,+10000
2014,Virginia Cavaliers,+10000
2014,UCLA Bruins,+10000
2014,Villanova Wildcats,+10000
2014,Iowa State Cyclones,+10000
2014,Harvard Crimson,+10000
2014,Saint Louis Billikens,+12500
2014,Baylor Bears,+12500
2014,Marquette Golden Eagles,+12500
2014,Wichita State Shockers,+12500
2014,Notre Dame Fighting Irish,+12500
2014,Colorado Buffaloes,+12500
2014,UNLV Rebels,+12500
2014,Tennessee Volunteers,+12500
2014,New Mexico Lobos,+12500
2014,Saint Johns Red Storm,+12500
2014,Creighton Blue Jays,+12500
2014,Maryland Terrapins,+15000
2014,Missouri Tigers,+20000
2014,San Diego State Aztecs,+20000
2014,Purdue Boilermakers,+20000
2014,Pittsburgh Panthers,+20000
2014,Florida State Seminoles,+20000
2014,Alabama Crimson Tide,+20000
2014,Arizona State Sun Devils,+20000
2014,Boise State Broncos,+20000
2014,Brigham Young Cougars,+20000
2014,Cincinnati Bearcats,+20000
2014,Texas-El Paso Miners,+20000
2014,Stanford Cardinal,+20000
2014,Kansas State Wildcats,+20000
2014,Boston College Eagles,+20000
2014,Southern Mississippi Golden Eagles,+20000
2014,Texas Longhorns,+30000
2014,Oklahoma Sooners,+30000
2014,Providence Friars,+30000
2014,West Virginia Mountaineers,+30000
2014,California Golden Bears,+30000
2014,Xavier Musketeers,+30000
2014,Washington Huskies,+30000
2014,Saint Marys College-California Gaels,+30000
2014,Mississippi Rebels,+30000
2014,Minnesota Golden Gophers,+30000
2014,Saint Josephs-Pennsylvania Hawks,+50000
2014,Texas A&M Aggies,+50000
2014,South Carolina Gamecocks,+50000
2014,Richmond Spiders,+50000
2014,Dayton Flyers,+50000
2014,Davidson College Wildcats,+50000
2014,North Carolina-Charlotte 49ers,+50000
2014,Butler Bulldogs,+50000
2014,Georgia Bulldogs,+50000
2014,Georgia Tech Yellow Jackets,+50000
2014,Wisconsin-Green Bay Phoenix,+50000
2014,Belmont Bruins,+50000
2014,Illinois Fighting Illini,+50000
2014,Massachusetts Minutemen,+50000
2014,Northwestern Wildcats,+50000
2014,Arkansas Razorbacks,+50000
2014,Northern Iowa Panthers,+50000
2014,North Carolina State Wolfpack,+50000
2014,Miami-Florida Hurricanes,+50000
2014,Wake Forest Demon Deacons,+100000
2014,Clemson Tigers,+100000
2014,Colorado State Rams,+100000
2014,Ohio Bobcats,+100000
2014,Vanderbilt Commodores,+100000
2014,East Carolina Pirates,+100000
2014,Central Florida Knights,+100000
2014,Evansville Aces,+100000
2014,Fresno State Bulldogs,+100000
2014,Temple Owls,+100000
2014,George Mason Patriots,+100000
2014,Southern California Trojans,+100000
2014,Rhode Island Rams,+100000
2014,Akron Zips,+100000
2015,Kentucky Wildcats,+275
2015,Wisconsin Badgers,+750
2015,Arizona Wildcats,+800
2015,Duke Blue Devils,+900
2015,North Carolina Tar Heels,+1000
2015,Kansas Jayhawks,+1500
2015,Louisville Cardinals,+1800
2015,Florida Gators,+2000
2015,Texas Longhorns,+2500
2015,Gonzaga Bulldogs,+2500
2015,Villanova Wildcats,+2500
2015,Southern Methodist Mustangs,+3000
2015,Iowa State Cyclones,+3300
2015,Wichita State Shockers,+3300
2015,Virginia Cavaliers,+3300
2015,Connecticut Huskies,+3500
2015,UCLA Bruins,+4000
2015,Michigan Wolverines,+4000
2015,Michigan State Spartans,+4000
2015,Syracuse Orange,+4500
2015,Virginia Commonwealth Rams,+5000
2015,San Diego State Aztecs,+5000
2015,Oklahoma Sooners,+5500
2015,Oregon Ducks,+6500
2015,Ohio State Buckeyes,+6600
2015,Nebraska Cornhuskers,+7000
2015,Iowa Hawkeyes,+7500
2015,Baylor Bears,+8000
2015,UNLV Rebels,+10000
2015,Miami-Florida Hurricanes,+10000
2015,Saint Johns Red Storm,+10000
2015,Saint Louis Billikens,+10000
2015,Minnesota Golden Gophers,+10000
2015,Pittsburgh Panthers,+10000
2015,Seton Hall Pirates,+10000
2015,Kansas State Wildcats,+10000
2015,Missouri Tigers,+10000
2015,Memphis Tigers,+10000
2015,Arkansas Razorbacks,+10000
2015,Georgetown Hoyas,+10000
2015,Indiana Hoosiers,+10000
2015,Georgia Bulldogs,+10000
2015,Stanford Cardinal,+10000
2015,Louisiana State Tigers,+10000
2015,Marquette Golden Eagles,+10000
2015,Maryland Terrapins,+10000
2015,Florida State Seminoles,+10000
2015,Colorado Buffaloes,+12500
2015,Providence Friars,+12500
2015,Tennessee Volunteers,+12500
2015,Oklahoma State Cowboys,+12500
2015,Cincinnati Bearcats,+15000
2015,Dayton Flyers,+15000
2015,Arizona State Sun Devils,+15000
2015,Harvard Crimson,+15000
2015,Alabama Crimson Tide,+20000
2015,New Mexico Lobos,+20000
2015,Massachusetts Minutemen,+20000
2015,Xavier Musketeers,+22500
2015,Mississippi Rebels,+25000
2015,Purdue Boilermakers,+25000
2015,Butler Bulldogs,+25000
2015,Vanderbilt Commodores,+30000
2015,Colorado State Rams,+30000
2015,Saint Josephs-Pennsylvania Hawks,+30000
2015,California Golden Bears,+30000
2015,Washington Huskies,+30000
2015,Clemson Tigers,+30000
2015,DePaul Blue Demons,+30000
2015,George Washington Colonials,+30000
2015,Penn State Nittany Lions,+30000
2015,South Carolina Gamecocks,+30000
2015,La Salle Explorers,+30000
2015,Georgia Tech Yellow Jackets,+30000
2015,Creighton Blue Jays,+35000
2015,Brigham Young Cougars,+35000
2015,Texas Tech Red Raiders,+50000
2015,Richmond Spiders,+50000
2015,Boston College Eagles,+50000
2015,Texas A&M Aggies,+50000
2016,Kentucky Wildcats,+850
2016,North Carolina Tar Heels,+900
2016,Duke Blue Devils,+950
2016,Maryland Terrapins,+1200
2016,Kansas Jayhawks,+1250
2016,Virginia Cavaliers,+1800
2016,Michigan State Spartans,+2000
2016,California Golden Bears,+2300
2016,Gonzaga Bulldogs,+2300
2016,Arizona Wildcats,+2500
2016,Villanova Wildcats,+2500
2016,Wichita State Shockers,+2500
2016,Iowa State Cyclones,+2800
2016,Indiana Hoosiers,+3250
2016,Louisiana State Tigers,+3500
2016,Oklahoma Sooners,+3750
2016,Connecticut Huskies,+4500
2016,Michigan Wolverines,+4500
2016,Louisville Cardinals,+5000
2016,Texas Longhorns,+5500
2016,Purdue Boilermakers,+6500
2016,Butler Bulldogs,+7500
2016,Wisconsin Badgers,+7500
2016,Georgetown Hoyas,+8500
2016,Notre Dame Fighting Irish,+8500
2016,Southern Methodist Mustangs,+8500
2016,Syracuse Orange,+8500
2016,North Carolina State Wolfpack,+9000
2016,Utah Utes,+9000
2016,Baylor Bears,+9500
2016,Cincinnati Bearcats,+10000
2016,Florida State Seminoles,+10000
2016,Vanderbilt Commodores,+10000
2016,Florida Gators,+11000
2016,Miami-Florida Hurricanes,+11000
2016,Ohio State Buckeyes,+11000
2016,Texas A&M Aggies,+11000
2016,Dayton Flyers,+12500
2016,Oregon Ducks,+12500
2016,UCLA Bruins,+12500
2016,West Virginia Mountaineers,+12500
2016,Georgia Bulldogs,+15000
2016,Providence Friars,+15000
2016,San Diego State Aztecs,+15000
2016,Iowa Hawkeyes,+17500
2016,Illinois Fighting Illini,+22500
2016,Georgia Tech Yellow Jackets,+25000
2016,UNLV Rebels,+25000
2016,Rhode Island Rams,+25000
2016,Tulsa Golden Hurricane,+25000
2016,Xavier Musketeers,+25000
2016,Pittsburgh Panthers,+27500
2016,Arizona State Sun Devils,+30000
2016,Auburn Tigers,+30000
2016,Creighton Blue Jays,+30000
2016,Memphis Tigers,+30000
2016,Mississippi Rebels,+30000
2016,South Carolina Gamecocks,+30000
2016,Virginia Commonwealth Rams,+30000
2016,Boise State Broncos,+35000
2016,Boston College Eagles,+35000
2016,Brigham Young Cougars,+35000
2016,Marquette Golden Eagles,+35000
2016,Saint Louis Billikens,+35000
2016,Old Dominion Monarchs,+40000
2016,Saint Josephs-Pennsylvania Hawks,+40000
2016,Alabama Crimson Tide,+50000
2016,Alabama-Birmingham Blazers,+50000
2016,Arkansas Razorbacks,+50000
2016,Belmont Bruins,+50000
2016,Clemson Tigers,+50000
2016,Colorado Buffaloes,+50000
2016,Davidson College Wildcats,+50000
2016,Harvard Crimson,+50000
2016,Illinois State Redbirds,+50000
2016,Kansas State Wildcats,+50000
2016,Minnesota Golden Gophers,+50000
2016,Mississippi State Bulldogs,+50000
2016,Missouri Tigers,+50000
2016,Murray State Racers,+50000
2016,New Mexico Lobos,+50000
2016,Northern Iowa Panthers,+50000
2016,Oregon State Beavers,+50000
2016,Seton Hall Pirates,+50000
2016,Saint Johns Red Storm,+50000
2016,Stanford Cardinal,+50000
2016,Stephen F. Austin State Lumberjacks,+50000
2016,Tennessee Volunteers,+50000
2016,Valparaiso Crusaders,+50000
2016,Virginia Tech Hokies,+50000
2016,George Washington Colonials,+55000
2016,Oklahoma State Cowboys,+55000
2016,Buffalo Bulls,+60000
2016,Washington Huskies,+60000
2016,Richmond Spiders,+70000
2016,Texas Christian Horned Frogs,+75000
2016,Massachusetts Minutemen,+80000
2016,California-Irvine Anteaters,+100000
2016,Central Michigan Chippewas,+100000
2016,DePaul Blue Demons,+100000
2016,Louisiana Tech Bulldogs,+100000
2016,Nebraska Cornhuskers,+100000
2016,Northwestern Wildcats,+100000
2016,Penn State Nittany Lions,+100000
2016,Saint Marys College-California Gaels,+100000
2016,Southern California Trojans,+100000
2016,Temple Owls,+100000
2016,Wake Forest Demon Deacons,+100000
2016,La Salle Explorers,+150000
2016,New Mexico State Aggies,+150000
2016,Texas-El Paso Miners,+150000
2017,Duke Blue Devils,+335
2017,Kentucky Wildcats,+650
2017,Kansas Jayhawks,+900
2017,Oregon Ducks,+1100
2017,Villanova Wildcats,+1250
2017,Michigan State Spartans,+1650
2017,Indiana Hoosiers,+1800
2017,North Carolina Tar Heels,+1900
2017,Wisconsin Badgers,+2050
2017,Arizona Wildcats,+2100
2017,Louisville Cardinals,+2200
2017,Syracuse Orange,+2500
2017,Virginia Cavaliers,+2700
2017,Xavier Musketeers,+2800
2017,Purdue Boilermakers,+4500
2017,West Virginia Mountaineers,+4800
2017,Connecticut Huskies,+5000
2017,Maryland Terrapins,+5000
2017,Iowa State Cyclones,+6000
2017,Gonzaga Bulldogs,+6600
2017,Texas Longhorns,+6600
2017,Miami-Florida Hurricanes,+7000
2017,UCLA Bruins,+7800
2017,North Carolina State Wolfpack,+8500
2017,Baylor Bears,+11000
2017,Seton Hall Pirates,+11000
2017,Texas A&M Aggies,+11000
2017,Florida Gators,+12000
2017,Cincinnati Bearcats,+13000
2017,Iowa Hawkeyes,+13000
2017,Utah Utes,+13000
2017,Michigan Wolverines,+13500
2017,Mississippi State Bulldogs,+13500
2017,Oklahoma Sooners,+13500
2017,Butler Bulldogs,+14000
2017,Georgetown Hoyas,+14500
2017,Florida State Seminoles,+15000
2017,Saint Marys College-California Gaels,+15000
2017,Arizona State Sun Devils,+16000
2017,San Diego State Aztecs,+19000
2017,Dayton Flyers,+20000
2017,Ohio State Buckeyes,+20000
2017,Southern Methodist Mustangs,+20000
2017,Wichita State Shockers,+20000
2017,Creighton Blue Jays,+22000
2017,Southern California Trojans,+22000
2017,Tennessee Volunteers,+22000
2017,Notre Dame Fighting Irish,+22500
2017,Colorado Buffaloes,+25000
2017,Georgia Bulldogs,+25000
2017,Harvard Crimson,+25000
2017,South Carolina Gamecocks,+25000
2017,Vanderbilt Commodores,+25000
2017,Virginia Commonwealth Rams,+25000
2017,Virginia Tech Hokies,+25000
2017,Rhode Island Rams,+26000
2017,Brigham Young Cougars,+27000
2017,California Golden Bears,+27500
2017,Auburn Tigers,+30000
2017,Princeton Tigers,+30000
2017,Clemson Tigers,+32500
2017,Davidson College Wildcats,+32500
2017,Houston Cougars,+32500
2017,Northwestern Wildcats,+32500
2017,Texas Tech Red Raiders,+32500
2017,Georgia Tech Yellow Jackets,+33000
2017,Memphis Tigers,+33000
2017,Minnesota Golden Gophers,+33000
2017,Providence Friars,+33000
2017,Alabama Crimson Tide,+35000
2017,Arkansas Razorbacks,+35000
2017,Boise State Broncos,+35000
2017,Colorado State Rams,+35000
2017,Fresno State Bulldogs,+35000
2017,Illinois Fighting Illini,+35000
2017,Kansas State Wildcats,+35000
2017,Marquette Golden Eagles,+35000
2017,Mississippi Rebels,+35000
2017,UNLV Rebels,+35000
2017,Oklahoma State Cowboys,+35000
2017,Pittsburgh Panthers,+35000
2017,Tulsa Golden Hurricane,+35000
2017,Wake Forest Demon Deacons,+35000
2017,Nebraska Cornhuskers,+37500
2017,Louisiana State Tigers,+40000
2017,Oregon State Beavers,+40000
2017,Saint Johns Red Storm,+40000
2017,Washington Huskies,+40000
2017,Oakland Golden Grizzlies,+52500
2017,Saint Bonaventure Bonnies,+52500
2017,DePaul Blue Demons,+55000
2017,Missouri Tigers,+55000
2017,New Mexico Lobos,+55000
2017,Stanford Cardinal,+55000
2017,Temple Owls,+55000
2017,Penn State Nittany Lions,+57500
2017,Saint Josephs-Pennsylvania Hawks,+80000
2017,Akron Zips,+100000
2017,Buffalo Bulls,+100000
2017,Tennessee-Chattanooga Moccasins,+100000
2017,Evansville Aces,+100000
2017,George Washington Colonials,+100000
2017,Illinois State Redbirds,+100000
2017,Iona Gaels,+100000
2017,Louisiana Tech Bulldogs,+100000
2017,Marshall Thundering Herd,+100000
2017,Massachusetts Minutemen,+100000
2017,Monmouth-New Jersey Hawks,+100000
2017,North Dakota State Bison,+100000
2017,Northern Iowa Panthers,+100000
2017,Ohio Bobcats,+100000
2017,Old Dominion Monarchs,+100000
2017,Richmond Spiders,+100000
2017,South Dakota State Jackrabbits,+100000
2017,Stephen F. Austin State Lumberjacks,+100000
2017,Texas-Arlington Mavericks,+100000
2017,Toledo Rockets,+100000
2017,Valparaiso Crusaders,+100000
2017,Yale Bulldogs,+100000
2017,Rutgers Scarlet Knights,+110000
2017,Texas Christian Horned Frogs,+110000
