Year,Team,Player,Stats,Played,ID
2012,Central Michigan Chippewas,Olivier Mbaigoto,22,31,olivier-mbaigoto-1
2012,Central Michigan Chippewas,Austin Keel,0,32,austin-keel-1
2012,Central Michigan Chippewas,Finis Craddock,5,31,finis-craddock-1
2012,Central Michigan Chippewas,Zach Saylor,0,31,zach-saylor-1
2012,Central Michigan Chippewas,Auston Barnes,7,29,auston-barnes-1
2012,Central Michigan Chippewas,Jevon Harden,6,32,jevon-harden-1
2012,Central Michigan Chippewas,John Morris,1,27,john-morris-2
2012,Central Michigan Chippewas,Jorddan Myrick,1,15,jorddan-myrick-1
2012,Central Michigan Chippewas,Nick Jordan,1,12,nick-jordan-1
2012,Charleston Southern Buccaneers,Kelvin Martin,30,31,kelvin-martin-1
2012,Charleston Southern Buccaneers,Saah Nimley,31,31,saah-nimley-1
2012,Charleston Southern Buccaneers,Arlon Harper,26,31,arlon-harper-1
2012,Charleston Southern Buccaneers,Mathiang Muo,31,31,mathiang-muo-1
2012,Charleston Southern Buccaneers,Jeremy Sexton,6,25,jeremy-sexton-1
2012,Charleston Southern Buccaneers,Sheldon Strickland,0,31,sheldon-strickland-1
2012,Charleston Southern Buccaneers,Paul Gombwer,9,31,paul-gombwer-1
2012,Charleston Southern Buccaneers,Cedrick Bowen,22,30,cedrick-bowen-1
2012,Charleston Southern Buccaneers,Chris Grier,0,25,chris-grier-1
2012,Charleston Southern Buccaneers,Mitchell Deter,0,13,mitchell-deter-1
2012,Charleston Southern Buccaneers,Thomas Odom,0,9,thomas-odom-1
2012,Charleston Southern Buccaneers,Greg Dorleus,0,12,greg-dorleus-1
2012,Charleston Southern Buccaneers,Matt Kennedy,0,6,matt-kennedy-1
2012,Chicago State Cougars,Jeremy Robinson,29,30,jeremy-robinson-1
2012,Chicago State Cougars,Lee Fisher,26,30,lee-fisher-1
2012,Chicago State Cougars,Matt Samuels,25,30,matt-samuels-2
2012,Chicago State Cougars,Ardarius Simmons,27,30,ardarius-simmons-1
2012,Chicago State Cougars,Clarke Rosenberg,7,30,clarke-rosenberg-1
2012,Chicago State Cougars,Aaron Williams,3,29,aaron-williams-5
2012,Chicago State Cougars,D'Jari Nelson,17,29,djari-nelson-1
2012,Chicago State Cougars,Jacobby Anderson,5,26,jacobby-anderson-1
2012,Chicago State Cougars,Quincy Ukaigwe,11,23,quincy-ukaigwe-1
2012,Chicago State Cougars,Francisco Concepcion,0,3,francisco-concepcion-1
2012,Chicago State Cougars,Nate Henry,0,5,nate-henry-1
2012,Cincinnati Bearcats,Sean Kilpatrick,37,37,sean-kilpatrick-1
2012,Cincinnati Bearcats,Dion Dixon,37,37,dion-dixon-1
2012,Cincinnati Bearcats,Cashmere Wright,36,37,cashmere-wright-1
2012,Cincinnati Bearcats,Yancy Gates,29,31,yancy-gates-1
2012,Cincinnati Bearcats,Jaquon Parker,24,30,jaquon-parker-1
2012,Cincinnati Bearcats,Justin Jackson,20,37,justin-jackson-3
2012,Cincinnati Bearcats,Ge'Lawn Guyn,0,32,gelawn-guyn-1
2012,Cincinnati Bearcats,Jeremiah Davis,0,27,jeremiah-davis-1
2012,Cincinnati Bearcats,Cheikh Mbodji,1,28,cheikh-mbodji-1
2012,Cincinnati Bearcats,Jermaine Sanders,0,28,jermaine-sanders-1
2012,Cincinnati Bearcats,Kelvin Gaines,1,17,kelvin-gaines-1
2012,Cincinnati Bearcats,Octavius Ellis,0,3,octavius-ellis-1
2012,Cincinnati Bearcats,Alex Eppensteiner,0,8,alex-eppensteiner-1
2012,Citadel Bulldogs,Mike Groselle,30,30,mike-groselle-1
2012,Citadel Bulldogs,DeVontae Wright,25,30,devontae-wright-1
2012,Citadel Bulldogs,Ashton Moore,14,30,ashton-moore-1
2012,Citadel Bulldogs,Lawrence Miller,4,30,lawrence-miller-1
2012,Citadel Bulldogs,Bo Holston,13,29,bo-holston-1
2012,Citadel Bulldogs,Cosmo Morabbi,17,27,cosmo-morabbi-1
2012,Citadel Bulldogs,Marshall Harris,11,30,marshall-harris-1
2012,Citadel Bulldogs,C.J. Bray,18,30,cj-bray-1
2012,Citadel Bulldogs,Barry Smith,8,14,barry-smith-1
2012,Citadel Bulldogs,Jordan Robertson,8,25,jordan-robertson-1
2012,Citadel Bulldogs,P.J. Horgan,2,17,pj-horgan-1
2012,Citadel Bulldogs,Nathan Conley,0,2,nathan-conley-1
2012,Citadel Bulldogs,Will Keistler,0,2,will-keistler-1
2012,Clemson Tigers,Andre Young,31,31,andre-young-1
2012,Clemson Tigers,Tanner Smith,31,31,tanner-smith-1
2012,Clemson Tigers,Devin Booker,29,31,devin-booker-1
2012,Clemson Tigers,Milton Jennings,23,28,milton-jennings-1
2012,Clemson Tigers,Catalin Baciu,5,31,catalin-baciu-1
2012,Clemson Tigers,K.J. McDaniels,1,30,kj-mcdaniels-1
2012,Clemson Tigers,Rod Hall,9,31,rod-hall-1
2012,Clemson Tigers,T.J. Sapp,9,30,tj-sapp-1
2012,Clemson Tigers,Bryan Narcisse,17,31,bryan-narcisse-1
2012,Clemson Tigers,Devin Coleman,0,22,devin-coleman-1
2012,Clemson Tigers,Bernard Sullivan,0,28,bernard-sullivan-1
2012,Clemson Tigers,Carson Fields,0,8,carson-fields-1
2012,Cleveland State Vikings,Trevon Harmon,32,32,trevon-harmon-1
2012,Cleveland State Vikings,Jeremy Montgomery,33,33,jeremy-montgomery-1
2012,Cleveland State Vikings,Tim Kamczyc,33,33,tim-kamczyc-1
2012,Cleveland State Vikings,Anton Grady,3,33,anton-gandy-1
2012,Cleveland State Vikings,D'Aundray Brown,25,26,daundray-brown-1
2012,Cleveland State Vikings,Aaron Pogue,32,32,aaron-pogue-1
2012,Cleveland State Vikings,Charlie Lee,3,33,charles-lee-2
2012,Cleveland State Vikings,Marlin Mason,3,18,marlin-mason-1
2012,Cleveland State Vikings,Ike Nwamu,0,27,ike-nwamu-1
2012,Cleveland State Vikings,Sebastian Douglas,0,15,sebastian-douglas-1
2012,Cleveland State Vikings,Ludovic Ndaye,1,30,ludovic-ndaye-1
2012,Cleveland State Vikings,Devon Long,0,22,devon-long-1
2012,Cleveland State Vikings,Josh Gottshall,0,1,josh-gottshall-1
2012,Coastal Carolina Chanticleers,Anthony Raffa,31,31,anthony-raffa-1
2012,Coastal Carolina Chanticleers,Chris Gradnigo,17,30,chris-gradnigo-1
2012,Coastal Carolina Chanticleers,Kierre Greenwood,27,28,kierre-greenwood-1
2012,Coastal Carolina Chanticleers,Sam McLaurin,31,31,sam-mclaurin-1
2012,Coastal Carolina Chanticleers,Jon Pack,31,31,jon-pack-1
2012,Coastal Carolina Chanticleers,Warren Gillis,3,30,warren-gillis-1
2012,Coastal Carolina Chanticleers,Dexter Moore,1,28,dexter-moore-1
2012,Coastal Carolina Chanticleers,Danny Nieman,13,20,danny-nieman-1
2012,Coastal Carolina Chanticleers,Brandon Crawford,0,12,brandon-crawford-1
2012,Coastal Carolina Chanticleers,Bisi Latunde-Addey,0,15,bisi-latunde-addey-1
2012,Coastal Carolina Chanticleers,Jordan Griffin,1,28,jordan-griffin-1
2012,Coastal Carolina Chanticleers,Charles Ashford,0,13,charles-ashford-1
2012,Coastal Carolina Chanticleers,Willie Kirkland,0,4,willie-kirkland-1
2012,Colgate Red Raiders,Pat Moore,29,30,pat-moore-2
2012,Colgate Red Raiders,Mike Venezia,30,30,mike-venezia-1
2012,Colgate Red Raiders,Mitch Rolls,30,30,mitch-rolls-1
2012,Colgate Red Raiders,Sterling Melville,10,30,sterling-melville-1
2012,Colgate Red Raiders,Nick Pascale,30,30,nick-pascale-1
2012,Colgate Red Raiders,John Brandenburg,0,30,john-brandenburg-1
2012,Colgate Red Raiders,Brandon James,8,30,brandon-james-1
2012,Colgate Red Raiders,Yaw Gyawu,13,21,yaw-gyawu-1
2012,Colgate Red Raiders,Luke Roh,0,30,luke-roh-1
2012,Colgate Red Raiders,Matt McMullen,0,29,matt-mcmullen-1
2012,Colgate Red Raiders,Chad Johnson,0,16,chad-johnson-3
2012,Colgate Red Raiders,Clayton Graham,0,6,clayton-graham-1
2012,Colgate Red Raiders,Lazar Bogdanovic,0,8,lazar-bogdanovic-1
2012,College of Charleston Cougars,Antwaine Wiggins,30,31,antwaine-wiggins-1
2012,College of Charleston Cougars,Andrew Lawrence,31,31,andrew-lawrence-1
2012,College of Charleston Cougars,Trent Wiedeman,30,30,trent-weideman-1
2012,College of Charleston Cougars,Adjehi Baru,28,29,adjehi-baru-1
2012,College of Charleston Cougars,Nori Johnson,15,31,nori-johnson-1
2012,College of Charleston Cougars,Anthony Stitt,2,19,anthony-stitt-1
2012,College of Charleston Cougars,Matt Sundberg,4,29,matt-sundberg-1
2012,College of Charleston Cougars,Jordan Scott,14,29,jordan-scott-1
2012,College of Charleston Cougars,James Carlton,1,22,james-carlton-1
2012,College of Charleston Cougars,Trevonte Dixon,0,19,trevonte-dixon-1
2012,College of Charleston Cougars,Pat Branin,0,7,pat-branin-1
2012,College of Charleston Cougars,Bart Benton,0,7,bart-benton-1
2012,Colorado Buffaloes,Carlon Brown,36,36,carlon-brown-1
2012,Colorado Buffaloes,Andre Roberson,35,36,andre-roberson-1
2012,Colorado Buffaloes,Austin Dufault,35,36,austin-dufault-1
2012,Colorado Buffaloes,Spencer Dinwiddie,36,36,spencer-dinwiddie-1
2012,Colorado Buffaloes,Askia Booker,1,35,askia-booker-1
2012,Colorado Buffaloes,Nate Tomlinson,34,36,nate-tomlinson-1
2012,Colorado Buffaloes,Shane Harris-Tunks,1,36,shane-harris-tunks-1
2012,Colorado Buffaloes,Jeremy Adams,1,31,jeremy-adams-1
2012,Colorado Buffaloes,Sabatino Chen,0,35,sabatino-chen-1
2012,Colorado Buffaloes,Shannon Sharpe,0,16,shannon-sharpe-1
2012,Colorado Buffaloes,Damiene Cain,0,7,damiene-cain-1
2012,Colorado Buffaloes,Ben Mills,0,7,ben-mills-1
2012,Colorado Buffaloes,Beau Webb,1,6,beau-webb-1
2012,Colorado State Rams,Wes Eikmeier,32,32,wes-eikmeier-2
2012,Colorado State Rams,Dorian Green,32,32,dorian-green-1
2012,Colorado State Rams,Greg Smith,19,30,greg-smith-2
2012,Colorado State Rams,Will Bell,28,31,will-bell-1
2012,Colorado State Rams,Jesse Carr,5,32,jesse-carr-1
2012,Colorado State Rams,Pierce Hornung,17,26,pierce-hornung-1
2012,Colorado State Rams,Dwight Smith,8,30,dwight-smith-1
2012,Colorado State Rams,Kaipo Sabas,18,29,kaipo-sabas-1
2012,Colorado State Rams,Chad Calcaterra,0,15,chad-calcaterra-1
2012,Colorado State Rams,Trevor Williams,1,14,trevor-williams-1
2012,Colorado State Rams,Cody Mann,0,17,cody-mann-1
2012,Columbia Lions,Brian Barbour,30,30,brian-barbour-1
2012,Columbia Lions,Meiko Lyles,27,30,meiko-lyles-1
2012,Columbia Lions,Mark Cisco,29,30,mark-cisco-1
2012,Columbia Lions,Alex Rosenberg,24,30,alex-rosenberg-1
2012,Columbia Lions,Chris Crockett,1,27,chris-crockett-1
2012,Columbia Lions,Blaise Staab,9,30,blaise-staab-1
2012,Columbia Lions,Cory Osetkowski,0,29,cory-osetkowski-1
2012,Columbia Lions,John Daniels,21,26,john-daniels-1
2012,Columbia Lions,Noah Springwater,0,25,noah-springwater-1
2012,Columbia Lions,Steve Egee,2,17,steve-egee-1
2012,Columbia Lions,Van Green,0,15,van-green-1
2012,Columbia Lions,Noruwa Agho,2,2,noruwa-agho-1
2012,Columbia Lions,Matt Johnson,5,15,matt-johnson-1
2012,Connecticut Huskies,Jeremy Lamb,34,34,jeremy-lamb-1
2012,Connecticut Huskies,Shabazz Napier,31,34,shabazz-napier-1
2012,Connecticut Huskies,Andre Drummond,30,34,andre-drummond-1
2012,Connecticut Huskies,Ryan Boatright,8,25,ryan-boatright-1
2012,Connecticut Huskies,Alex Oriakhi,28,34,alex-oriakhi-1
2012,Connecticut Huskies,Roscoe Smith,14,33,roscoe-smith-1
2012,Connecticut Huskies,Tyler Olander,9,34,tyler-olander-1
2012,Connecticut Huskies,DeAndre Daniels,12,31,deandre-daniels-1
2012,Connecticut Huskies,Niels Giffey,4,30,niels-giffey-1
2012,Connecticut Huskies,Brendan Allen,0,9,brendan-allen-1
2012,Connecticut Huskies,Enosch Wolf,0,8,enosch-wolf-1
2012,Connecticut Huskies,Kyle Bailey,0,3,kyle-bailey-1
2012,Connecticut Huskies,P.J. Cochrane,0,2,pj-cochrane-1
2012,Coppin State Eagles,Tony Gallo,26,30,tony-gallo-1
2012,Coppin State Eagles,Akeem Ellis,27,30,akeem-ellis-1
2012,Coppin State Eagles,Michael Harper,12,29,michael-harper-1
2012,Coppin State Eagles,Logan Wiens,22,27,logan-wiens-1
2012,Coppin State Eagles,Antonio Williams,25,30,antonio-williams-2
2012,Coppin State Eagles,Taariq Cephas,12,29,taariq-cephas-1
2012,Coppin State Eagles,Michael Murray,17,30,michael-murray-1
2012,Coppin State Eagles,Collin Johnson,1,23,collin-johnson-1
2012,Coppin State Eagles,Brandon St. Louis,5,25,brandon-st-louis-1
2012,Coppin State Eagles,Mike Simpson,3,20,mike-simpson-1
2012,Coppin State Eagles,Jordan Lee,0,3,jordan-lee-1
2012,Coppin State Eagles,Rodney Edwards,0,8,rodney-edwards-1
2012,Cornell Big Red,Chris Wroblewski,28,28,chris-wroblewski-1
2012,Cornell Big Red,Andrew Ferry,28,28,andrew-ferry-1
2012,Cornell Big Red,Shonn Miller,21,28,shonn-miller-1
2012,Cornell Big Red,Johnathan Gray,17,28,johnathan-gray-1
2012,Cornell Big Red,Galal Cancer,6,28,galal-cancer-1
2012,Cornell Big Red,Eitan Chemerinski,21,28,eitan-chemerinski-1
2012,Cornell Big Red,Josh Figini,5,26,josh-figini-1
2012,Cornell Big Red,Dwight Tarwater,7,25,dwight-tarwater-1
2012,Cornell Big Red,Devin Cherry,0,21,devin-cherry-1
2012,Cornell Big Red,Miles Asafo-Adjei,4,13,miles-asafo-adjei-1
2012,Cornell Big Red,Dave LaMore,0,17,dave-lamore-1
2012,Cornell Big Red,Max Groebe,2,18,max-groebe-1
2012,Cornell Big Red,Dominick Scelfo,0,11,dominick-scelfo-1
2012,Creighton Blue Jays,Doug McDermott,35,35,doug-mcdermott-1
2012,Creighton Blue Jays,Antoine Young,35,35,antoine-young-1
2012,Creighton Blue Jays,Gregory Echenique,35,35,gregory-echenique-1
2012,Creighton Blue Jays,Grant Gibbs,35,35,grant-gibbs-1
2012,Creighton Blue Jays,Jahenns Manigat,35,35,jahenns-manigat-1
2012,Creighton Blue Jays,Ethan Wragge,0,35,ethan-wragge-1
2012,Creighton Blue Jays,Josh Jones,0,35,josh-jones-1
2012,Creighton Blue Jays,Avery Dingman,0,35,avery-dingman-1
2012,Creighton Blue Jays,Will Artino,0,34,will-artino-1
2012,Creighton Blue Jays,Austin Chatman,0,35,austin-chatman-1
2012,Creighton Blue Jays,Ross Ferrarini,0,12,ross-ferrarini-1
2012,Creighton Blue Jays,Matt Dorwart,0,13,matt-dorwart-1
2012,Creighton Blue Jays,Derek Sebastian,0,11,derek-sebastian-1
2012,Dartmouth College Big Green,Jvonte Brooks,25,30,jvonte-brooks-1
2012,Dartmouth College Big Green,Gabas Maldunas,25,30,gabas-maldunas-1
2012,Dartmouth College Big Green,R.J. Griffin,21,30,rj-griffin-1
2012,Dartmouth College Big Green,John Golden,18,30,john-golden-1
2012,Dartmouth College Big Green,Jabari Trotter,19,30,jabari-trotter-1
2012,Dartmouth College Big Green,David Rufful,25,30,david-rufful-1
2012,Dartmouth College Big Green,Tyler Melville,12,29,tyler-melville-1
2012,Dartmouth College Big Green,Matt LaBove,4,30,matt-labove-1
2012,Dartmouth College Big Green,Kirk Crecco,1,25,kirk-crecco-1
2012,Dartmouth College Big Green,Mack McKearney,0,29,mack-mckearney-1
2012,Dartmouth College Big Green,Will McConnell,0,8,will-mcconnell-1
2012,Dartmouth College Big Green,Kirill Savolainen,0,6,kirill-savolainen-1
2012,Dartmouth College Big Green,Nick Jackson,0,3,nick-jackson-2
2012,Davidson College Wildcats,De'Mon Brooks,32,33,demon-brooks-1
2012,Davidson College Wildcats,Jake Cohen,32,33,jake-cohen-1
2012,Davidson College Wildcats,Nik Cochran,33,33,nik-cochran-1
2012,Davidson College Wildcats,J.P. Kuhlman,33,33,jp-kuhlman-1
2012,Davidson College Wildcats,Chris Czerapowicz,7,33,chris-czerapowicz-1
2012,Davidson College Wildcats,Clint Mann,0,31,clint-mann-1
2012,Davidson College Wildcats,Tyler Kalinoski,0,33,tyler-kalinoski-1
2012,Davidson College Wildcats,Tom Droney,25,33,tom-droney-1
2012,Davidson College Wildcats,Frank Ben-Eze,1,20,frank-ben-eze-1
2012,Davidson College Wildcats,Will Reigel,1,32,will-reigel-1
2012,Davidson College Wildcats,Mason Archie,0,12,mason-archie-1
2012,Davidson College Wildcats,A.J. Atkinson,1,14,aj-atkinson-1
2012,Davidson College Wildcats,Clay Tormey,0,12,clay-tormey-1
2012,Dayton Flyers,Kevin Dillard,33,33,kevin-dillard-1
2012,Dayton Flyers,Chris Johnson,32,32,chris-johnson-1
2012,Dayton Flyers,Paul Williams,30,33,paul-williams-1
2012,Dayton Flyers,Matt Kavanaugh,33,33,matt-kavanaugh-1
2012,Dayton Flyers,Josh Parker,3,33,josh-parker-1
2012,Dayton Flyers,Luke Fabrizius,12,30,luke-fabrizius-1
2012,Dayton Flyers,Devin Oliver,8,33,devin-oliver-1
2012,Dayton Flyers,Josh Benson,14,14,josh-benson-1
2012,Dayton Flyers,Alex Gavrilovic,0,30,alex-gavrilovic-1
2012,Dayton Flyers,Ralph Hill,0,25,ralph-hill-1
2012,Dayton Flyers,Mitch Asmus,0,7,mitch-asmus-1
2012,Dayton Flyers,Brian Vonderhaar,0,7,brian-vonderhaar-1
2012,Dayton Flyers,Dennis Williams,0,1,dennis-williams-1
2012,Delaware Blue Hens,Devon Saddler,32,32,devon-saddler-1
2012,Delaware Blue Hens,Jamelle Hagins,31,32,jamelle-hagins-1
2012,Delaware Blue Hens,Jarvis Threatt,3,31,jarvis-threatt-1
2012,Delaware Blue Hens,Josh Brinkley,31,32,josh-brinkley-1
2012,Delaware Blue Hens,Kyle Anderson,29,31,kyle-anderson-2
2012,Delaware Blue Hens,Khalid Lewis,32,32,khalid-lewis-1
2012,Delaware Blue Hens,Kelvin McNeil,1,32,kelvin-mcneil-1
2012,Delaware Blue Hens,Hakim McCullar,0,29,hakim-mccullar-1
2012,Delaware Blue Hens,Larry Savage,0,27,larry-savage-1
2012,Delaware Blue Hens,Will Townsville,0,6,will-townsville-1
2012,Delaware Blue Hens,Samer Madarani,0,8,samer-madarani-1
2012,Delaware Blue Hens,Tommy Williams,0,6,tommy-williams-1
2012,Delaware Blue Hens,Brendan McNulty,0,6,brendan-mcnulty-1
2012,Delaware State Hornets,Tahj Tate,22,24,tahj-tate-1
2012,Delaware State Hornets,Casey Walker,29,29,casey-walker-1
2012,Delaware State Hornets,Marques Oliver,28,29,marques-oliver-1
2012,Delaware State Hornets,Jay Threatt,26,26,jay-threatt-1
2012,Delaware State Hornets,Tyshawn Bell,3,29,tyshawn-bell-1
2012,Delaware State Hornets,Amere May,3,27,amere-may-1
2012,Delaware State Hornets,Kendall Gray,17,17,kendall-gray-1
2012,Delaware State Hornets,James Marcellus,11,17,james-marcellus-1
2012,Delaware State Hornets,Jordan Lawson,0,18,jordan-lawson-1
2012,Delaware State Hornets,Brandon Oliver,4,18,brandon-oliver-1
2012,Delaware State Hornets,Jabari Joyner,1,14,jabari-joyner-1
2012,Delaware State Hornets,Lewis Lott,0,3,lewis-lott-1
2012,Delaware State Hornets,Abdulwali Kasim,1,14,abdulwali-kasim-1
2012,Denver Pioneers,Brian Stafford,31,31,brian-stafford-1
2012,Denver Pioneers,Chris Udofia,31,31,chris-udofia-1
2012,Denver Pioneers,Royce O'Neale,5,31,royce-oneale-1
2012,Denver Pioneers,Brett Olson,31,31,brett-olson-2
2012,Denver Pioneers,Rob Lewis,29,29,rob-lewis-1
2012,Denver Pioneers,Chase Hallam,28,28,chase-hallam-1
2012,Denver Pioneers,Justin Coughlin,0,31,justin-coughlin-1
2012,Denver Pioneers,Travis Hallam,0,29,travis-hallam-1
2012,Denver Pioneers,Blake Foeman,0,30,blake-foeman-1
2012,Denver Pioneers,Tyler Thalken,0,4,tyler-thalken-1
2012,Denver Pioneers,Cam Griffin,0,11,cam-griffin-1
2012,Denver Pioneers,Alex Pickert,0,11,alex-pickert-1
2012,DePaul Blue Demons,Cleveland Melvin,30,31,cleveland-melvin-1
2012,DePaul Blue Demons,Brandon Young,30,31,brandon-young-1
2012,DePaul Blue Demons,Jamee Crockett,16,31,jamee-crockett-1
2012,DePaul Blue Demons,Jeremiah Kelly,22,29,jeremiah-kelly-1
2012,DePaul Blue Demons,Moses Morgan,7,26,moses-morgan-1
2012,DePaul Blue Demons,Worrel Clahar,4,31,worrel-clahar-1
2012,DePaul Blue Demons,Charles McKinney,15,31,charles-mckinney-1
2012,DePaul Blue Demons,Krys Faber,26,30,krys-faber-1
2012,DePaul Blue Demons,Donnavan Kirk,4,23,donnavan-kirk-1
2012,DePaul Blue Demons,Derrell Robertson,1,29,derrell-robertson-1
2012,DePaul Blue Demons,Edwind McGhee,0,17,edwind-mcghee-1
2012,DePaul Blue Demons,Joe Belcaster,0,6,joe-belcaster-1
2012,Detroit-Mercy Titans,Ray McCallum,36,36,ray-mccallum-2
2012,Detroit-Mercy Titans,Chase Simon,36,36,chase-simon-1
2012,Detroit-Mercy Titans,Jason Calliste,34,36,jason-calliste-1
2012,Detroit-Mercy Titans,Doug Anderson,31,36,doug-anderson-1
2012,Detroit-Mercy Titans,Eli Holman,2,26,eli-holman-1
2012,Detroit-Mercy Titans,LaMarcus Lowe,35,35,lamarcus-lowe-2
2012,Detroit-Mercy Titans,Evan Bruinsma,0,36,evan-bruinsma-1
2012,Detroit-Mercy Titans,Donavan Foster,1,34,donavan-foster-1
2012,Detroit-Mercy Titans,Nick Minnerath,5,5,nick-minnerath-1
2012,Detroit-Mercy Titans,P.J. Boutte,0,34,pj-boutte-1
2012,Detroit-Mercy Titans,Brandon Romain,0,4,brandon-romain-1
2012,Drake Bulldogs,Rayvonte Rice,32,33,rayvonte-rice-1
2012,Drake Bulldogs,Ben Simons,28,29,ben-simons-1
2012,Drake Bulldogs,Kurt Alexander,5,33,kurt-alexander-1
2012,Drake Bulldogs,Jeremy Jeffers,26,34,jeremy-jeffers-1
2012,Drake Bulldogs,Aaron Hawley,12,34,aaron-hawley-1
2012,Drake Bulldogs,Jordan Clarke,33,34,jordan-clarke-2
2012,Drake Bulldogs,Karl Madison,29,31,karl-madison-1
2012,Drake Bulldogs,Kraidon Woods,4,32,kraidon-woods-1
2012,Drake Bulldogs,David Smith,1,29,david-smith-2
2012,Drake Bulldogs,Judd Welfringer,0,13,judd-welfringer-1
2012,Drake Bulldogs,Cory Parker,0,14,cory-parker-1
2012,Drake Bulldogs,Greg Whitaker,0,5,greg-whitaker-1
2012,Drake Bulldogs,Reece Uhlenhopp,0,1,reece-uhlenhopp-1
2012,Drexel Dragons,Frantz Massenat,36,36,frank-massenat-1
2012,Drexel Dragons,Damion Lee,35,36,damion-lee-1
2012,Drexel Dragons,Samme Givens,36,36,samme-givens-1
2012,Drexel Dragons,Chris Fouch,5,32,chris-fouch-1
2012,Drexel Dragons,Derrick Thomas,29,30,derrick-thomas-1
